Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
16003,MAS-NSL WKLY,26,NSL,NAGARSOL,11:55:00,11:55:00,1365,MAS,CHENNAI CENTRAL,NSL,NAGARSOL
16022,MYS-MAS KAVE,1,MYS,MYSORE JN.,20:30:00,20:30:00,0,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,2,PANP,PANDAVAPURA,20:49:00,20:50:00,19,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,3,MYA,MANDYA,21:08:00,21:10:00,45,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,4,MAD,MADDUR,21:29:00,21:30:00,64,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,5,CPT,CHANNA PATNA,21:44:00,21:45:00,82,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,6,RMGM,RAMANAGARAM,21:59:00,22:00:00,93,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,7,KGI,KENGERI,22:23:00,22:35:00,126,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,8,SBC,KRANTIVIRA S,23:25:00,23:45:00,138,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,9,BNC,BANGALORE CA,23:55:00,23:57:00,142,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,10,KJM,KRISHNA RAJA,0:08:00,0:10:00,152,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,11,WFD,WHITE FIELD,0:23:00,0:24:00,161,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,12,BWT,BANGARPET JN,1:08:00,1:10:00,208,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,13,KPN,KUPPAM,1:38:00,1:40:00,242,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,14,JTJ,JOLARPETTAI,2:50:00,2:55:00,286,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,15,AB,AMBUR,3:23:00,3:25:00,318,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,16,KPD,KATPADI JN,4:08:00,4:10:00,370,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,17,WJR,WALAJAH ROAD,4:33:00,4:35:00,394,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,18,SHU,SHOLINGUR,4:48:00,4:50:00,409,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,19,AVN,ANVARDIKANPE,4:58:00,5:00:00,419,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,20,AJJ,ARAKKONAM JN,5:13:00,5:15:00,430,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,21,TRL,TIRUVALLUR,5:38:00,5:40:00,457,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,22,PER,PERAMBUR,6:08:00,6:10:00,493,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
16022,MYS-MAS KAVE,23,MAS,CHENNAI CENT,7:00:00,7:00:00,499,MYS,MYSORE JN.,MAS,CHENNAI CENTRAL
12508,SCL - TVC EX,1,SCL,SILCHAR,19:55:00,19:55:00,0,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,2,BPB,BADARPUR JN.,20:50:00,21:15:00,29,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,3,NHLG,NEW HALFLONG,23:19:00,23:24:00,100,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,4,MBG,MAIBANG,0:19:00,0:21:00,135,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,5,LMG,LUMDING JN.,1:55:00,2:25:00,199,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,6,HJI,HOJAI,3:20:00,3:22:00,244,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,7,GHY,GUWAHATI,6:00:00,6:20:00,379,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,8,KYQ,KAMAKHYA JN,6:35:00,6:37:00,386,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,9,RNY,RANGIYA JN.,7:15:00,7:20:00,427,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,10,BPRD,BARPETA ROAD,8:17:00,8:19:00,492,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,11,NBQ,NEW BONGAIGA,9:40:00,9:45:00,536,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,12,KOJ,KOKRAJHAR,10:13:00,10:15:00,568,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,13,NOQ,NEW ALIPURDU,11:10:00,11:12:00,646,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,14,NCB,NEW COOCH BE,11:40:00,11:42:00,664,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,15,DQG,DHUPGURI,12:30:00,12:32:00,725,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,16,NJP,NEW JALPAIGU,14:10:00,14:25:00,791,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,17,KNE,KISHANGANJ,15:36:00,15:38:00,878,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,18,MLDT,MALDA TOWN,18:30:00,18:45:00,1023,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,19,PKR,PAKUR,20:03:00,20:04:00,1090,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,20,RPH,RAMPUR HAT,21:03:00,21:05:00,1145,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,21,BHP,BOLPUR,21:53:00,21:58:00,1205,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,22,HWH,HOWRAH JN.,0:45:00,1:05:00,1352,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,23,KGP,KHARAGPUR,2:45:00,3:00:00,1468,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,24,BLS,BALASORE,4:25:00,4:27:00,1589,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,25,BHC,BHADRAKH,5:23:00,5:25:00,1651,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,26,JJKR,JAJPUR KEONJ,5:54:00,5:56:00,1695,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,27,CTC,CUTTACK JN.,6:50:00,6:55:00,1767,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,28,BBS,BHUBANESWAR,7:35:00,7:40:00,1794,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,29,KUR,KHURDA ROAD,8:10:00,8:30:00,1813,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,30,BALU,BALUGAN,9:18:00,9:20:00,1883,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,31,BAM,BERHAMPUR,10:30:00,10:35:00,1959,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,32,PSA,PALASA,12:08:00,12:10:00,2033,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,33,CHE,SRIKAKULAM R,13:03:00,13:05:00,2106,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,34,VZM,VIZIANAGARAM,14:00:00,14:05:00,2175,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,35,VSKP,VISAKHAPATNA,15:30:00,15:50:00,2236,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,36,RJY,RAJAHMUNDRY,18:53:00,18:55:00,2437,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,37,BZA,VIJAYWADA JN,21:40:00,21:45:00,2586,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,38,MAS,CHENNAI CENT,4:30:00,4:55:00,3016,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,39,AJJ,ARAKKONAM JN,5:45:00,5:50:00,3085,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,40,KPD,KATPADI JN,6:35:00,6:40:00,3145,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,41,JTJ,JOLARPETTAI,8:25:00,8:30:00,3229,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,42,SA,SALEM JN.,9:50:00,9:55:00,3348,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,43,ED,ERODE JN.,11:10:00,11:20:00,3407,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,44,TUP,TIRUPPUR,12:03:00,12:05:00,3457,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,45,CBE,COIMBATORE,13:20:00,13:25:00,3508,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,46,PGT,PALAKKAD JN,14:35:00,14:40:00,3562,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,47,TCR,TRICHUR,16:22:00,16:25:00,3638,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,48,AWY,ALWAYE,17:10:00,17:12:00,3693,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,49,ERN,ERNAKULAM TO,17:45:00,17:50:00,3710,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,50,KTYM,KOTTAYAM,19:10:00,19:13:00,3770,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,51,TRVL,TIRUVALLA,19:43:00,19:44:00,3795,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,52,CNGR,CHENGANNUR,19:54:00,19:56:00,3804,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,53,MVLK,MAVELIKARA,20:06:00,20:07:00,3817,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,54,KYJ,KAYANKULAM J,20:16:00,20:18:00,3825,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,55,QLN,QUILON,21:05:00,21:10:00,3866,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12508,SCL - TVC EX,56,TVC,TRIVANDRUM C,22:40:00,22:40:00,3930,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12509,SBC -GHY EXP,1,BNC,BANGALORE CA,23:40:00,23:40:00,0,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,2,KJM,KRISHNA RAJA,23:51:00,23:53:00,9,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,3,BWT,BANGARPET JN,0:38:00,0:40:00,65,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,4,JTJ,JOLARPETTAI,2:05:00,2:10:00,143,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,5,KPD,KATPADI JN,3:15:00,3:20:00,227,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,6,AJJ,ARAKKONAM JN,4:08:00,4:10:00,288,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,7,MAS,CHENNAI CENT,6:05:00,6:30:00,356,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,8,OGL,ONGOLE,10:49:00,10:50:00,648,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,9,BZA,VIJAYWADA JN,13:05:00,13:20:00,786,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,10,RJY,RAJAHMUNDRY,15:27:00,15:29:00,936,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,11,VSKP,VISAKHAPATNA,19:10:00,19:30:00,1137,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,12,VZM,VIZIANAGARAM,20:30:00,20:35:00,1197,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,13,CHE,SRIKAKULAM R,21:30:00,21:32:00,1267,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,14,PSA,PALASA,22:45:00,22:47:00,1340,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,15,BAM,BERHAMPUR,23:40:00,23:42:00,1413,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,16,BALU,BALUGAN,0:37:00,0:39:00,1489,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,17,KUR,KHURDA ROAD,1:45:00,2:00:00,1560,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,18,BBS,BHUBANESWAR,2:25:00,2:30:00,1579,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,19,CTC,CUTTACK JN.,3:00:00,3:05:00,1606,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,20,JJKR,JAJPUR KEONJ,3:56:00,3:58:00,1678,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,21,BHC,BHADRAKH,5:33:00,5:35:00,1722,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,22,BLS,BALASORE,6:20:00,6:22:00,1784,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,23,KGP,KHARAGPUR,8:15:00,8:30:00,1905,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,24,SRC,SANTRAGACHI,10:03:00,10:05:00,2013,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,25,HWH,HOWRAH JN.,10:55:00,11:15:00,2020,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,26,BHP,BOLPUR,13:18:00,13:23:00,2167,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,27,RPH,RAMPUR HAT,14:26:00,14:28:00,2227,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,28,NFK,NEW FARAKKA,16:14:00,16:16:00,2314,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,29,MLDT,MALDA TOWN,17:15:00,17:30:00,2349,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,30,BOE,BARSOI JN.,18:40:00,18:42:00,2437,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,31,KNE,KISHANGANJ,19:30:00,19:32:00,2494,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,32,NJP,NEW JALPAIGU,21:25:00,21:45:00,2581,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,33,JPE,JALPAIGURI R,22:30:00,22:32:00,2615,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,34,DQG,DHUPGURI,23:00:00,23:02:00,2647,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,35,NCB,NEW COOCH BE,23:55:00,23:57:00,2708,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,36,NOQ,NEW ALIPURDU,0:18:00,0:20:00,2726,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,37,KOJ,KOKRAJHAR,1:15:00,1:17:00,2804,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,38,NBQ,NEW BONGAIGA,2:20:00,2:25:00,2836,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,39,BPRD,BARPETA ROAD,3:00:00,3:02:00,2880,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,40,RNY,RANGIYA JN.,4:00:00,4:05:00,2945,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,41,KYQ,KAMAKHYA JN,5:05:00,5:07:00,2986,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12509,SBC -GHY EXP,42,GHY,GUWAHATI,6:00:00,6:00:00,2992,BNC,BANGALORE CANTT.,GHY,GUWAHATI